ProductId,UPC
"UA_011901229520","011901229520"
"UA_011901249627","011901249627"
"UA_011901289821","011901289821"
"UA_012086003417","012086003417"
"UA_012086005282","012086005282"
"UA_012086005718","012086005718"
"UA_012086005756","012086005756"
"UA_012086007187","012086007187"
"UA_012086007514","012086007514"
"UA_012086007767","012086007767"
"UA_012086007774","012086007774"
"UA_012086007798","012086007798"
"UA_012086007804","012086007804"
"UA_012086007811","012086007811"
"UA_012086007835","012086007835"
"UA_012086007842","012086007842"
"UA_012086007865","012086007865"
"UA_012086007873","012086007873"
"UA_012086007897","012086007897"
"UA_012086007934","012086007934"
"UA_012086007965","012086007965"
"UA_012086008139","012086008139"
"UA_012086008351","012086008351"
"UA_012086008368","012086008368"
"UA_012086008672","012086008672"
"UA_012086010033","012086010033"
"UA_012086274411","012086274411"
"UA_012086304019","012086304019"
"UA_012086312014","012086312014"
"UA_012086313318","012086313318"
"UA_012086313325","012086313325"
"UA_012086313516","012086313516"
"UA_012086313912","012086313912"
"UA_012086318016","012086318016"
"UA_012086322013","012086322013"
"UA_012086322112","012086322112"
"UA_012086322211","012086322211"
"UA_012086322310","012086322310"
"UA_012086323010","012086323010"
"UA_012086323614","012086323614"
"UA_012086325519","012086325519"
"UA_012086331015","012086331015"
"UA_012086341014","012086341014"
"UA_012086342110","012086342110"
"UA_012086351013","012086351013"
"UA_012086352010","012086352010"
"UA_012086352041","012086352041"
"UA_012086353017","012086353017"
"UA_012086354113","012086354113"
"UA_012086361012","012086361012"
"UA_012086401336","012086401336"
"UA_012086413735","012086413735"
"UA_012086444616","012086444616"
"UA_012086471612","012086471612"
"UA_012086494314","012086494314"
"UA_012086496714","012086496714"
"UA_012086500817","012086500817"
"UA_012086506116","012086506116"
"UA_012086507014","012086507014"
"UA_012086507915","012086507915"
"UA_012086511318","012086511318"
"UA_012086511417","012086511417"
"UA_012086515019","012086515019"
"UA_012086515613","012086515613"
"UA_012086522017","012086522017"
"UA_012086525513","012086525513"
"UA_012086527012","012086527012"
"UA_012086534010","012086534010"
"UA_012086541117","012086541117"
"UA_012086542114","012086542114"
"UA_012086543111","012086543111"
"UA_012086543814","012086543814"
"UA_012086554117","012086554117"
"UA_012086556012","012086556012"
"UA_012086556715","012086556715"
"UA_012086558610","012086558610"
"UA_012086572715","012086572715"
"UA_012086572913","012086572913"
"UA_012086573019","012086573019"
"UA_012086575211","012086575211"
"UA_012086575310","012086575310"
"UA_012086575518","012086575518"
"UA_012086579417","012086579417"
"UA_012086579516","012086579516"
"UA_012086579615","012086579615"
"UA_012086579813","012086579813"
"UA_012086581410","012086581410"
"UA_012086594014","012086594014"
"UA_012086595110","012086595110"
"UA_012086596810","012086596810"
"UA_012086600913","012086600913"
"UA_012086601019","012086601019"
"UA_012086661310","012086661310"
"UA_012086661419","012086661419"
"UA_012086669118","012086669118"
"UA_012086669217","012086669217"
"UA_012086669316","012086669316"
"UA_012086669415","012086669415"
"UA_012086695513","012086695513"
"UA_012086696312","012086696312"
"UA_012086707711","012086707711"
"UA_012086723810","012086723810"
"UA_012086724015","012086724015"
"UA_012086725012","012086725012"
"UA_012086726118","012086726118"
"UA_012086735516","012086735516"
"UA_012086749711","012086749711"
"UA_012086766510","012086766510"
"UA_012086772818","012086772818"
"UA_012086778711","012086778711"
"UA_012086806117","012086806117"
"UA_012086813412","012086813412"
"UA_012086837012","012086837012"
"UA_012086837029","012086837029"
"UA_012086837036","012086837036"
"UA_012086860218","012086860218"
"UA_012086860225","012086860225"
"UA_012086862816","012086862816"
"UA_012086862823","012086862823"
"UA_012086880414","012086880414"
"UA_012086927713","012086927713"
"UA_012086928819","012086928819"
"UA_012086929519","012086929519"
"UA_012086931017","012086931017"
"UA_012086931116","012086931116"
"UA_012086931215","012086931215"
"UA_012086931352","012086931352"
"UA_012086931413","012086931413"
"UA_012086931512","012086931512"
"UA_012086931819","012086931819"
"UA_012086933615","012086933615"
"UA_012086934216","012086934216"
"UA_012086934315","012086934315"
"UA_012086935916","012086935916"
"UA_012086936012","012086936012"
"UA_012086936418","012086936418"
"UA_012086936715","012086936715"
"UA_012086936739","012086936739"
"UA_012086937217","012086937217"
"UA_012086937613","012086937613"
"UA_012086939112","012086939112"
"UA_012086939211","012086939211"
"UA_012086939815","012086939815"
"UA_012086943515","012086943515"
"UA_012086965319","012086965319"
"UA_012086981517","012086981517"
"UA_012086986611","012086986611"
"UA_012086986925","012086986925"
"UA_012201000215","012201000215"
"UA_012201000277","012201000277"
"UA_012201002806","012201002806"
"UA_012201005418","012201005418"
"UA_012201008525","012201008525"
"UA_012201009058","012201009058"
"UA_012201011280","012201011280"
"UA_012201013857","012201013857"
"UA_012201013888","012201013888"
"UA_012201013895","012201013895"
"UA_012201013901","012201013901"
"UA_012201013918","012201013918"
"UA_012201013932","012201013932"
"UA_012201013949","012201013949"
"UA_012201013956","012201013956"
"UA_012201013963","012201013963"
"UA_012201013970","012201013970"
"UA_012201013987","012201013987"
"UA_012201017411","012201017411"
"UA_012201017879","012201017879"
"UA_012201101011","012201101011"
"UA_012201108010","012201108010"
"UA_012201203012","012201203012"
"UA_012201310017","012201310017"
"UA_012201316019","012201316019"
"UA_012201321013","012201321013"
"UA_012201335010","012201335010"
"UA_012201383066","012201383066"
"UA_012201396318","012201396318"
"UA_012201407274","012201407274"
"UA_012201435017","012201435017"
"UA_012201436014","012201436014"
"UA_012201438018","012201438018"
"UA_012201440011","012201440011"
"UA_012201445887","012201445887"
"UA_012201502016","012201502016"
"UA_012201506014","012201506014"
"UA_012201602013","012201602013"
"UA_012201604017","012201604017"
"UA_012201605014","012201605014"
"UA_012201700016","012201700016"
"UA_012201702010","012201702010"
"UA_012201707015","012201707015"
"UA_012201710015","012201710015"
"UA_012201853019","012201853019"
"UA_012201853033","012201853033"
"UA_012229111115","012229111115"
"UA_012229111139","012229111139"
"UA_012229111153","012229111153"
"UA_012229111214","012229111214"
"UA_012229111238","012229111238"
"UA_012229111276","012229111276"
"UA_012229111290","012229111290"
"UA_012229111337","012229111337"
"UA_012229111535","012229111535"
"UA_012229111573","012229111573"
"UA_012229111832","012229111832"
"UA_012231111011","012231111011"
"UA_012231111035","012231111035"
"UA_012231111110","012231111110"
"UA_012231111134","012231111134"
"UA_012231111196","012231111196"
"UA_012231111271","012231111271"
"UA_012231111295","012231111295"
"UA_012231112674","012231112674"
"UA_012231113510","012231113510"
"UA_012231113978","012231113978"
"UA_012231116979","012231116979"
"UA_012231117099","012231117099"
"UA_012231117136","012231117136"
"UA_012231117150","012231117150"
"UA_012231117174","012231117174"
"UA_012231117198","012231117198"
"UA_012231117532","012231117532"
"UA_012231117556","012231117556"
"UA_012231117570","012231117570"
"UA_012231117914","012231117914"
"UA_012231118119","012231118119"
"UA_012231118157","012231118157"
"UA_012231118676","012231118676"
"UA_012231118737","012231118737"
"UA_012301000269","012301000269"
"UA_012301000306","012301000306"
"UA_012301000313","012301000313"
"UA_012301000320","012301000320"
"UA_012301000344","012301000344"
"UA_012301000399","012301000399"
"UA_012301000405","012301000405"
"UA_012301000429","012301000429"
"UA_012301000443","012301000443"
"UA_012301000450","012301000450"
"UA_012301000498","012301000498"
"UA_012301000511","012301000511"
"UA_012301000542","012301000542"
"UA_012301000573","012301000573"
"UA_012301000665","012301000665"
"UA_012301000726","012301000726"
"UA_012301000818","012301000818"
"UA_012301000832","012301000832"
"UA_012301000863","012301000863"
"UA_012301000948","012301000948"
"UA_012301000962","012301000962"
"UA_012301000993","012301000993"
"UA_012324000185","012324000185"
"UA_012324000192","012324000192"
"UA_012324000208","012324000208"
"UA_012324000222","012324000222"
"UA_012324000239","012324000239"
"UA_012324000246","012324000246"
"UA_012324000260","012324000260"
"UA_012324000277","012324000277"
"UA_012324000338","012324000338"
"UA_012324000352","012324000352"
"UA_012324000376","012324000376"
"UA_012324000383","012324000383"
"UA_012324000468","012324000468"
"UA_012324000482","012324000482"
"UA_012354000018","012354000018"
"UA_012354000025","012354000025"
"UA_012354000032","012354000032"
"UA_012354000049","012354000049"
"UA_012354000056","012354000056"
"UA_012354000094","012354000094"
"UA_012354000100","012354000100"
"UA_012354000131","012354000131"
"UA_012354000148","012354000148"
"UA_012354000193","012354000193"
"UA_012354000209","012354000209"
"UA_012354000216","012354000216"
"UA_012354000223","012354000223"
"UA_012354000230","012354000230"
"UA_012354000247","012354000247"
"UA_012354000315","012354000315"
"UA_012354000346","012354000346"
"UA_012354000360","012354000360"
"UA_012354000384","012354000384"
"UA_012354000520","012354000520"
"UA_012354000612","012354000612"
"UA_012354000636","012354000636"
"UA_012354000681","012354000681"
"UA_012354000704","012354000704"
"UA_012354000711","012354000711"
"UA_012354000728","012354000728"
"UA_012354000735","012354000735"
"UA_012354000773","012354000773"
"UA_012354000995","012354000995"
"UA_012354001046","012354001046"
"UA_012354001077","012354001077"
"UA_012354001107","012354001107"
"UA_012354001114","012354001114"
"UA_012354001121","012354001121"
"UA_012354001275","012354001275"
"UA_012354001350","012354001350"
"UA_012354001459","012354001459"
